CIDADE,REG_ADM,ANO,MES,DESC_MES,SEXO,TURNO,TIPO,VEIC,FAIX_ETAR,IDADE,HORA,VITIMA,LOCAL,DIA_SEM,VIA,LAT,LONG,NOME,geometry
CAMPO LIMPO PAULISTA,Campinas,2016,11,NOVEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,65-69,67,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.211351,-46.761912,AVENIDA MITIHARU TANAKA,POINT (-5205512.232359868 -2657598.055094532)
JUNDIAI,Campinas,2016,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,30-34,31,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.2778923,-46.87214626,SP 330,POINT (-5217783.454051041 -2665659.783841508)
JUNDIAI,Campinas,2016,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,30-34,34,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.2778923,-46.87214626,SP 330,POINT (-5217783.454051041 -2665659.783841508)
JUNDIAI,Campinas,2016,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,25-29,29,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.2778923,-46.87214626,SP 330,POINT (-5217783.454051041 -2665659.783841508)
SAO PAULO,Metropolitana de São Paulo,2016,11,NOVEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,25-29,25,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.52392715,-46.58691091,ACESSO PONTE DO TATUAPE,POINT (-5186031.200132801 -2695502.936429138)
SAO PAULO,Metropolitana de São Paulo,2016,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,35-39,37,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.479672,-46.611453999999995,AVENIDA NOVA CANTAREIRA,POINT (-5188763.324414095 -2690130.847563375)
ARUJA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.42562093,-46.3584531,SP 021,POINT (-5160599.393055855 -2683572.08588746)
ATIBAIA,Campinas,2016,12,DEZEMBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,65-69,67,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.1649839,-46.57411454,BR 381,POINT (-5184606.714740399 -2651982.880465336)
BARUERI,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,OUTROS,MOTOCICLETA,45-49,49,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.511635000000002,-46.853703,RUA GENERAL DE DIVISÃO PEDRO RODRIGUES D,POINT (-5215730.359739274 -2694010.623487041)
BARUERI,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,30-34,31,,CONDUTOR,PUBLICO,QUINTA,Rodovias,-23.50807103,-46.82883842,SP 280,POINT (-5212962.447354886 -2693577.970261267)
BARUERI,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,65-69,69,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.512864,-46.871068,Rua Ananhaguera,POINT (-5217663.422696901 -2694159.822411272)
BERTIOGA,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,18-24,22,,PEDESTRE,PUBLICO,DOMINGO,Rodovias,-23.77019567,-45.93918906,SP 055,POINT (-5113927.133615122 -2725430.349510196)
CABREUVA,Campinas,2016,12,DEZEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,73,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.306303,-47.131157,Rua Conselheiro Rodrigues Alves de Melo,POINT (-5246616.39773783 -2669103.073454363)
CACAPAVA,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,70-74,71,,PASSAGEIRO,PUBLICO,SEGUNDA,Rodovias,-23.16985324,-45.70869842,SP 070,POINT (-5088269.032937708 -2652572.478573899)
CACAPAVA,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,55-59,58,,CONDUTOR,PUBLICO,SEGUNDA,Rodovias,-23.16985324,-45.70869842,SP 070,POINT (-5088269.032937708 -2652572.478573899)
CACAPAVA,São José dos Campos,2016,12,DEZEMBRO,FEMININO,TARDE,COLISAO,AUTOMOVEL,60-64,62,,PASSAGEIRO,PUBLICO,SEGUNDA,Rodovias,-23.16985324,-45.70869842,SP 070,POINT (-5088269.032937708 -2652572.478573899)
CACAPAVA,São José dos Campos,2016,12,DEZEMBRO,FEMININO,TARDE,OUTROS,MOTOCICLETA,18-24,24,,PASSAGEIRO,PUBLICO,TERÇA,Rodovias,-23.10906994,-45.70130095,BR 116,POINT (-5087445.550344148 -2645214.14176136)
CAIEIRAS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,CAMINHAO,18-24,19,,PASSAGEIRO,PUBLICO,QUINTA,Rodovias,-23.37665417,-46.77414292,SP 348,POINT (-5206873.772146203 -2677632.587792521)
CAIEIRAS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,CAMINHAO,25-29,26,,PASSAGEIRO,PUBLICO,QUINTA,Rodovias,-23.37665417,-46.77414292,SP 348,POINT (-5206873.772146203 -2677632.587792521)
CAJAMAR,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,30-34,34,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-23.29716926,-46.86336748,SP 330,POINT (-5216806.204731655 -2667996.012032907)
CAJAMAR,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,AUTOMOVEL,60-64,61,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.327228100000003,-46.82451856,SP 354,POINT (-5212481.562739387 -2671639.601688231)
CARAPICUIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80 ou mais,89,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.549238,-46.840232,RUA ERNESTINA VIEIRA,POINT (-5214230.774878797 -2698576.207265253)
CARAPICUIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,45-49,49,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.56524851,-46.81980722,SP 021,POINT (-5211957.098769633 -2700520.526239289)
CARAPICUIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,40-44,43,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.56524851,-46.81980722,SP 021,POINT (-5211957.098769633 -2700520.526239289)
CARAPICUIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,18-24,22,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.56565519,-46.841446600000005,AVENIDA PARAGUAÇÚ PAULISTA,POINT (-5214365.983532314 -2700569.91661097)
CARAPICUIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,30-34,31,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.55566,-46.823586,AVENIDA MARGINAL DO RIBEIRAO,POINT (-5212377.750635053 -2699356.067552498)
COTIA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.60252922,-46.93062395,SP 270,POINT (-5224293.16072461 -2705048.820561826)
CUBATAO,Baixada Santista,2016,12,DEZEMBRO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,0-17,11,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.92326538,-46.42476131,SPI 059/150,POINT (-5167980.789228467 -2744060.445734311)
CUBATAO,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,35-39,39,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.91095362,-46.42345942,SP 150,POINT (-5167835.8634966 -2742561.168321509)
CUBATAO,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,0-17,16,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.919591,-46.4238,Rua Manoel Martins de Souza,POINT (-5167873.776688773 -2743612.979319742)
DIADEMA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,35-39,35,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.712916,-46.600033,RUA RIO DE JANEIRO,POINT (-5187491.944509745 -2718464.490550396)
DIADEMA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,25-29,26,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.731938,-46.620164,AVENIDA AFRÂNIO PEIXOTO,POINT (-5189732.917178903 -2720777.442337722)
DIADEMA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,25-29,27,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.685344,-46.620642,Avenida Juarez Rios de Vasconcelo,POINT (-5189786.127895502 -2715112.512861602)
DIADEMA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,50-54,51,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.695414000000003,-46.600621000000004,RUA RODRIGUES ALVES,POINT (-5187557.40037033 -2716336.658824698)
EMBU DAS ARTES,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,18-24,20,,PEDESTRE,PUBLICO,DOMINGO,Rodovias,-23.66202616,-46.85256951,BR 116,POINT (-5215604.180209655 -2712278.273294454)
FERRAZ DE VASCONCELOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,OUTROS,AUTOMOVEL,0-17,17,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.557382,-46.363591,AVENIDA DOM PEDRO II,POINT (-5161171.3414676 -2699565.186366152)
FERRAZ DE VASCONCELOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,PEDESTRE,45-49,49,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.556036,-46.38939,AVENIDA GOV JÂNIO QUADROS,POINT (-5164043.273010576 -2699401.728569496)
FRANCO DA ROCHA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,NAO DISPONIVEL,MOTOCICLETA,18-24,19,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.33147391,-46.72688888,AVENIDA DOS COQUEIROS,POINT (-5201613.476475476 -2672154.325003275)
GUARUJA,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,TARDE,OUTROS,MOTOCICLETA,18-24,23,,CONDUTOR,PUBLICO,QUINTA,Rodovias,-23.92890427,-46.28471807,SPA 248/055,POINT (-5152391.247062626 -2744747.175160632)
GUARUJA,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,BICICLETA,75-79,75,,CONDUTOR,PUBLICO,SEXTA,Rodovias,-23.93960431,-46.28100301,SPA 248/055,POINT (-5151977.688475163 -2746050.356690795)
GUARUJA,Baixada Santista,2016,12,DEZEMBRO,FEMININO,TARDE,OUTROS,MOTOCICLETA,0-17,14,,PASSAGEIRO,PUBLICO,QUINTA,Rodovias,-23.92890427,-46.28471807,SPA 248/055,POINT (-5152391.247062626 -2744747.175160632)
GUARUJA,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,OUTROS,CAMINHAO,18-24,20,,PASSAGEIRO,PUBLICO,TERÇA,Vias Municipais,-23.941679,-46.290471999999994,RUA ALMIRANTE BARROSO,POINT (-5153031.771620288 -2746303.050277828)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,50-54,51,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.467102,-46.535478999999995,AVENIDA TIRADENTES,POINT (-5180305.826101075 -2688605.316526385)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,75-79,76,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.438537,-46.524194,RUA SARUTAIA,POINT (-5179049.585647473 -2685139.126757232)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,70-74,74,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.46848919,-46.51531019,RUA JOSÉ CAMPANELA,POINT (-5178060.644441971 -2688773.662725692)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,FEMININO,MADRUGADA,COLISAO,MOTOCICLETA,35-39,36,,PASSAGEIRO,PUBLICO,QUARTA,Vias Municipais,-23.431989,-46.43955,AVENIDA RIO REAL,POINT (-5169627.058668766 -2684344.672193945)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,DOMINGO,Rodovias,-23.44547456,-46.45032424,BR 116,POINT (-5170826.441579252 -2685980.888732079)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,35-39,35,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.46791643,-46.41527847,SP 070,POINT (-5166925.164308393 -2688704.153670239)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,22,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.40912,-46.408801000000004,Avenida Paschoal Thomeu,POINT (-5166204.095646366 -2681570.334890112)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,FEMININO,MANHA,OUTROS,MOTOCICLETA,30-34,33,,CONDUTOR,PUBLICO,QUINTA,Rodovias,-23.46887268,-46.51008466,BR 116,POINT (-5177478.941103243 -2688820.202505443)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,AUTOMOVEL,25-29,27,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.48186225,-46.4588021,SP 070,POINT (-5171770.19263747 -2690396.677418705)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,18-24,23,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.464143,-46.526726000000004,AVENIDA PAULO FACCINI,POINT (-5179331.446598163 -2688246.224980199)
GUARULHOS,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,NAO DISPONIVEL,NAO DISPONIVEL,50-54,50,,NAO DISPONIVEL,NAO DISPONIVEL,SEXTA,Vias Municipais,-23.451862,-46.520365999999996,Avenida Brigadeiro Faria Lima,POINT (-5178623.454636717 -2686755.941525547)
IBIUNA,Sorocaba,2016,12,DEZEMBRO,FEMININO,NOITE,COLISAO,AUTOMOVEL,75-79,79,,PASSAGEIRO,PUBLICO,QUINTA,Vias Municipais,-23.675137,-47.20551,Vicinal Pres. Doctor Tancredo de Almeida Neves,POINT (-5254893.335836783 -2713871.808987458)
IBIUNA,Sorocaba,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,AUTOMOVEL,45-49,45,,CONDUTOR,PUBLICO,SEXTA,Rodovias,-23.65638715,-47.10392907,SP 250,POINT (-5243585.398434876 -2711592.938152569)
IBIUNA,Sorocaba,2016,12,DEZEMBRO,FEMININO,MANHA,COLISAO,AUTOMOVEL,65-69,69,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.65870885,-47.18838302,SP 250,POINT (-5252986.769144356 -2711875.10158523)
IBIUNA,Sorocaba,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,70-74,72,,CONDUTOR,PUBLICO,SEGUNDA,Rodovias,-23.64856425,-47.13731746,SP 250,POINT (-5247302.177008084 -2710642.23361523)
IBIUNA,Sorocaba,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,AUTOMOVEL,60-64,63,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.65870885,-47.18838302,SP 250,POINT (-5252986.769144356 -2711875.10158523)
INDAIATUBA,Campinas,2016,12,DEZEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,18-24,19,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.13471007,-47.23884674,SP 075,POINT (-5258604.36475829 -2648317.691380871)
INDAIATUBA,Campinas,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,25-29,27,,NAO DISPONIVEL,PUBLICO,SÁBADO,Rodovias,-23.13788642,-47.24284936,SP 075,POINT (-5259049.934378529 -2648702.206539283)
INDAIATUBA,Campinas,2016,12,DEZEMBRO,FEMININO,NOITE,COLISAO,MOTOCICLETA,35-39,36,,NAO DISPONIVEL,PUBLICO,SÁBADO,Rodovias,-23.13788642,-47.24284936,SP 075,POINT (-5259049.934378529 -2648702.206539283)
ITANHAEM,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,0-17,4,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-24.20567703,-46.85439604,SP 055,POINT (-5215807.508599173 -2778490.854366064)
ITANHAEM,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,NOITE,OUTROS,AUTOMOVEL,40-44,41,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-24.19656537,-46.83931327,SP 055,POINT (-5214128.502323022 -2777378.814125343)
ITANHAEM,Baixada Santista,2016,12,DEZEMBRO,MASCULINO,TARDE,NAO DISPONIVEL,MOTOCICLETA,30-34,33,,NAO DISPONIVEL,PUBLICO,SEGUNDA,Rodovias,-24.21719796,-46.87345244,SP 055,POINT (-5217928.857343528 -2779897.04981705)
ITANHAEM,Baixada Santista,2016,12,DEZEMBRO,FEMININO,TARDE,NAO DISPONIVEL,MOTOCICLETA,30-34,32,,NAO DISPONIVEL,PUBLICO,SEGUNDA,Rodovias,-24.21719796,-46.87345244,SP 055,POINT (-5217928.857343528 -2779897.04981705)
ITAPECERICA DA SERRA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,45-49,46,,CONDUTOR,PUBLICO,SEXTA,Rodovias,-23.76032162,-46.9040541,BR 116,POINT (-5221335.418552157 -2724229.334226095)
ITAPECERICA DA SERRA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,TARDE,OUTROS,MOTOCICLETA,30-34,32,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.716836999999998,-46.851914,RUA ANTÔNIO LOPES DA SILVA,POINT (-5215531.209170245 -2718941.231104854)
ITAPECERICA DA SERRA,Metropolitana de São Paulo,2016,12,DEZEMBRO,FEMININO,MADRUGADA,OUTROS,MOTOCICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,PASSAGEIRO,PUBLICO,SEGUNDA,Rodovias,-23.71854449,-46.88229473,BR 116,POINT (-5218913.176563772 -2719148.843268683)
ITAPEVI,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NAO DISPONIVEL,OUTROS,AUTOMOVEL,55-59,58,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.545663,-46.944216,Avenida Leda Pantalena,POINT (-5225806.220809447 -2698142.09102146)
ITAPEVI,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,70-74,71,,PEDESTRE,PUBLICO,QUINTA,Rodovias,-23.52059386,-46.93230483,SP 029,POINT (-5224480.275430294 -2695098.248798763)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,18-24,21,,PASSAGEIRO,PUBLICO,QUINTA,Rodovias,-23.47105,-46.331681,SP 021,POINT (-5157619.136516388 -2689084.441407232)
ITU,Sorocaba,2016,12,DEZEMBRO,MASCULINO,MANHA,OUTROS,AUTOMOVEL,30-34,34,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.31934329,-47.32802834,SP 075,POINT (-5268532.015058422 -2670683.762805481)
ITU,Sorocaba,2016,12,DEZEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,35-39,37,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.30839627,-47.30355363,SP 079,POINT (-5265807.502803909 -2669356.80043391)
ITU,Sorocaba,2016,12,DEZEMBRO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,35-39,38,,CONDUTOR,NAO DISPONIVEL,QUARTA,Rodovias,-23.40735104,-47.33928611,SP 075,POINT (-5269785.224282288 -2681355.754682898)
ITU,Sorocaba,2016,12,DEZEMBRO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,35-39,39,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.25683681,-47.35335733,AVENIDA EMÍLIO FÉLIX TORTOSA,POINT (-5271351.625327528 -2663108.39702055)
ITUPEVA,Campinas,2016,12,DEZEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,35-39,35,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.157748,-47.055807,AVENIDA BRASIL,POINT (-5238228.474106559 -2651106.769918631)
JACAREI,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,BICICLETA,18-24,18,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.31475889,-45.94065884,RUA JOSÉ FERNANDES PINTO,POINT (-5114090.748776304 -2670128.043361883)
JACAREI,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,NOITE,CHOQUE,CAMINHAO,55-59,55,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.32155393,-46.09952928,BR 116,POINT (-5131776.125259206 -2670951.742700797)
JACAREI,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,ONIBUS,45-49,45,,CONDUTOR,PUBLICO,SEXTA,Rodovias,-23.30502713,-46.03483417,BR 116,POINT (-5124574.298557191 -2668948.426160378)
JACAREI,São José dos Campos,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.30695813,-46.04098915,BR 116,POINT (-5125259.467796633 -2669182.481871514)
JACAREI,São José dos Campos,2016,12,DEZEMBRO,FEMININO,MANHA,OUTROS,AUTOMOVEL,25-29,27,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.30724271,-46.04267676,BR 116,POINT (-5125447.331682489 -2669216.975982894)
JANDIRA,Metropolitana de São Paulo,2016,12,DEZEMBRO,FEMININO,MANHA,CHOQUE,PEDESTRE,30-34,33,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.525098999999997,-46.911142,RUA JOSE ALBINO PEREIRA,POINT (-5222124.439970949 -2695645.210673351)
JUNDIAI,Campinas,2016,12,DEZEMBRO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,18-24,18,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.13814875,-46.92925511,Rua Uva Itália,POINT (-5224140.782152832 -2648733.963478822)
JUNDIAI,Campinas,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,30-34,30,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.190279,-46.850813,AVENIDA CARLOS ANGELO MATHION,POINT (-5215408.646410882 -2655045.94059174)
JUNDIAI,Campinas,2016,12,DEZEMBRO,FEMININO,NOITE,COLISAO,AUTOMOVEL,18-24,20,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.203561999999998,-46.870665,AVENIDA FERNANDO ARENS,POINT (-5217618.560942109 -2656654.651167771)
JUNDIAI,Campinas,2016,12,DEZEMBRO,MASCULINO,MANHA,ATROPELAMENTO,MOTOCICLETA,50-54,51,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.192187,-46.888493,RUA BELA VISTA,POINT (-5219603.164823973 -2655277.009568671)
JUNDIAI,Campinas,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,30-34,33,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.198259,-46.885195,Rua Silva Jardim,POINT (-5219236.033143335 -2656012.383097372)
JUNDIAI,Campinas,2016,12,DEZEMBRO,MASCULINO,NOITE,OUTROS,AUTOMOVEL,18-24,20,,PASSAGEIRO,PUBLICO,SEXTA,Rodovias,-23.24651179,-46.87948201,SP 348,POINT (-5218600.066005628 -2661857.415960761)
JUNDIAI,Campinas,2016,12,DEZEMBRO,MASCULINO,MANHA,COLISAO,CAMINHAO,45-49,48,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-23.12111404,-46.98971625,SP 348,POINT (-5230871.285470412 -2646671.917845708)
JUQUITIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,53,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.89478061,-46.98506921,BR 116,POINT (-5230353.979343918 -2740591.900196306)
JUQUITIBA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,45-49,46,,PEDESTRE,PUBLICO,TERÇA,Rodovias,-23.89917721,-46.98801706,BR 116,POINT (-5230682.132504851 -2741127.217364655)
MAIRINQUE,Sorocaba,2016,12,DEZEMBRO,FEMININO,MADRUGADA,COLISAO,AUTOMOVEL,NAO DISPONIVEL,NAO DISPONIVEL,,PASSAGEIRO,PUBLICO,SEGUNDA,Rodovias,-23.42071221,-47.2265717,SP 280,POINT (-5257237.913556024 -2682976.576077538)
MAIRIPORA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NAO DISPONIVEL,NAO DISPONIVEL,CAMINHAO,60-64,60,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.38368022,-46.56460206,BR 381,POINT (-5183547.790310618 -2678484.688336712)
MAIRIPORA,Metropolitana de São Paulo,2016,12,DEZEMBRO,MASCULINO,NOITE,OUTROS,CAMINHAO,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,QUINTA,Rodovias,-23.34181049,-46.57369124,BR 381,POINT (-5184559.593199945 -2673407.506561157)
